"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_reduced","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_reduced","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_reduced","stoichMet_biom","C_num","CUE"
-100.84614754925,-403.384590197002,-287.035409802998,-139.825996361789,465.116279069768,1.1332757966386,-1,8,4,2,0,1,-9,0,-6,6,0,-0.7,-4.5,1.8,1.2,0,0.7,1.3,0,0,0,1,-1.8332757966386,4.56620637310877,6.33310318655438,3.46655159327719,0,1.8332757966386,-8.89948216974737,0,-6.79965477983158,6.79965477983158,1,4,0.136367916086814
-122.333321205964,-733.999927235783,-307.386265791101,2.41595794018986,475.766616100856,1.55564066211735,-1,51,6,2,0,0,-40,0,-22,22,0,-0.190909090909091,-0.363636363636363,0.145454545454545,0.181818181818182,0,0,-0.0363636363636373,0,0,0,1,-1.74654975302644,78.9740374043485,9.47929851815864,3.29309950605288,0,0,-62.2619901210576,0,-34.2240945665817,34.2240945665817,1,6,0.0954262347109579
-157.286306439791,-1415.57675795812,-446.000254674763,11.5432066475585,516.002529683212,1.18283729841246,-1,125,9,0,0,0,-91,0,-50,50,0,-0.111111111111111,3.78888888888889,0,-0.2,0,0,-2.51111111111111,0,-1.35555555555556,1.35555555555556,1,-1.29394840952357,151.643551190446,10.6455356857121,-0.2,0,0,-110.149305266645,0,-60.4974204761785,60.4974204761785,1,9,0.0858698154372491
-140.306578214065,-982.146047498452,-361.617085397095,9.43920687215262,506.72740682256,1.42738447528802,-1,78,7,1,0,0,-58,0,-32,32,0,-0.142857142857143,1.04285714285714,0,-0.0571428571428572,0,0,-0.685714285714288,0,-0.371428571428572,0.371428571428572,1,-1.57024161814516,112.378846215322,9.99169132701611,1.37024161814516,0,0,-83.4740138524192,0,-46.0477317806451,46.0477317806451,1,7,0.0909778095334731
-132.810242883575,-796.86145730145,-331.464735725431,3.09246174835825,478.748867339575,1.45367297680518,-1,58,6,1,0,0,-43,0,-24,24,0,-0.175,0.0500000000000007,0.0499999999999998,-0.025,0,0,0.0749999999999988,0,0,0,1,-1.62867297680518,84.3630326547005,8.77203786083108,1.42867297680518,0,0,-62.4329380026228,0,-34.8881514433243,34.8881514433243,1,6,0.102332800408834
-139.469216776112,-1255.22295098501,-557.127868620986,-3.8994608388056,465.116279069769,0.827847329505478,-1,84,9,0,0,0,-63,0,-36,36,0,-0.116666666666667,-0.299999999999999,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,0,1,-0.944513996172145,69.2391756784602,7.5006259655493,-0.2,0,0,-51.9043817588451,0,-29.8025038621972,29.8025038621972,1,9,0.117638395578481
-131.611525517904,-1052.89220414323,-471.146302173211,-4.86169180394002,465.116279069764,0.976882520658352,-1,69,8,1,0,0,-53,0,-30,30,0,-0.14,-0.44,0.12,-0.06,0,0,0.179999999999999,0,0,0,1,-1.11688252065835,66.9648939254263,7.93506016526681,0.916882520658352,0,0,-51.5947735948926,0,-29.3064756197506,29.3064756197506,1,8,0.111918664396608
-140.12049789452,-1261.08448105068,-485.423278423986,7.16287067542225,496.692568347951,1.03797131579522,-1,95,9,1,0,0,-72,0,-40,40,0,-0.111111111111111,0.455555555555558,0,-0.0888888888888889,0,0,-0.400000000000003,0,-0.244444444444445,0.244444444444445,1,-1.14908242690634,99.0628305561019,9.34174184215702,0.949082426906336,0,0,-75.1339347372562,0,-41.7632970762534,41.7632970762534,1,9,0.0966955098340983
-136.605755937306,-1092.84604749845,-511.100145528433,-10.4552298736712,465.116279069767,0.889573311950472,-1,70,8,0,0,0,-52,0,-30,30,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,0,1,-1.02957331195047,61.970131836533,7.23658649560377,-0.2,0,0,-45.9378122214245,0,-26.6871993585141,26.6871993585141,1,8,0.121409518437492
-147.10511234626,-1323.94601111634,-509.501748358315,4.48748512716308,484.898589113851,0.960518930146719,-1,102,9,0,0,0,-75,0,-42,42,0,-0.111111111111111,1.23333333333333,0,-0.2,0,0,-0.733333333333334,0,-0.466666666666667,0.466666666666667,1,-1.07163004125783,99.2062642082987,8.64467037132047,-0.2,0,0,-72.7722530943373,0,-40.8084617328289,40.8084617328289,1,9,0.103684207080173
