"delGcox","delGd","delGcat","delGan","delGdis","lambda","ne","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_biom","C_num","CUE"
-183.262374327211,-1649.3613689449,-5040.153817368,-65.2688626081778,465.116279069768,0.0793323836831616,44,-1,-2,9,0,0,0,9,0,-11,0,-0.111111111111111,0.177777777777778,0,-0.2,0,0,0.199999999999999,0,-0.172222222222222,1,-0.190443494794273,0.0191130104114549,0.713991453148454,-0.2,0,0,0.913991453148453,0,-1.044878442737,1,9,0.583433481049796
-192.033825683913,-1920.33825683913,-6081.76535263111,-113.428307052622,465.116279069767,0.0578266262549897,54,-1,-1,10,0,0,0,10,0,-13.5,0,-0.1,0.3,0,-0.2,0,0,0.199999999999999,0,-0.3,1,-0.15782662625499,0.242173373745011,0.578266262549897,-0.2,0,0,0.778266262549897,0,-1.08065945444236,1,10,0.633606650366059
-163.104380526096,-1141.73066368267,-3145.38074684178,-13.3517385870291,465.116279069767,0.143627934690052,26,-1,-3,7,0,0,0,7,0,-6.5,0,-0.161538461538462,-0.0846153846153843,0.130769230769231,-0.2,0,0,0.33076923076923,0,0,1,-0.305166396228514,-0.515499188685541,1.1361647735996,-0.2,0,0,1.3361647735996,0,-0.933581575485339,1,7,0.468128681999997
-158.875369262934,-1588.75369262934,-4671.29228210489,4.26253858947568,483.906950807364,0.104504162855952,40,-1,-9,10,2,0,0,8,0,-10,0,-0.105,-0.545,0.0499999999999998,0.00999999999999996,0,0,0.0399999999999998,0,0,1,-0.209504162855952,-1.48553746570357,1.09504162855952,0.219008325711903,0,0,0.876033302847614,0,-1.04504162855952,1,10,0.477317484468109
-195.466132736535,-1954.66132736535,-6270.21535263111,-132.273307052622,465.116279069767,0.0530831802894102,56,-1,0,10,0,0,0,10,0,-14,0,-0.1,0.4,0,-0.2,0,0,0.199999999999999,0,-0.35,1,-0.15308318028941,0.4,0.530831802894102,-0.2,0,0,0.730831802894101,0,-1.09316452405174,1,10,0.653239629663728
-168.007676315557,-1176.0537342089,-3333.83074684178,-5.3263838157778,465.116279069767,0.137916388133849,28,-1,-2,7,0,0,0,7,0,-7,0,-0.15,0.100000000000001,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.287916388133849,-0.175832776267697,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,7,0.49617579528238
-180.87882776289,-1447.03062210312,-4375.44228210489,-52.1820570526223,465.116279069767,0.0943754243327591,38,-1,-1,8,0,0,0,8,0,-9.5,0,-0.125,0.275,0,-0.2,0,0,0.199999999999999,0,-0.1375,1,-0.219375424332759,0.180624575667241,0.755003394662073,-0.2,0,0,0.955003394662072,0,-1.03406653116121,1,8,0.569799467648637
-159.8648191727,-1119.0537342089,-3430.95767631556,4.61141730826668,485.444922920325,0.142833688567926,30,-1,-3,7,2,0,0,5,0,-7.5,0,-0.142857142857143,-0.028571428571428,0,0.0857142857142857,0,0,-0.0857142857142863,0,-0.0214285714285716,1,-0.285690831425069,-0.457072494275207,0.999835819975484,0.371381662850138,0,0,0.628454157125345,0,-1.09268123568802,1,7,0.500041048375791
-190.889723333038,-1718.00750999735,-5417.053817368,-107.146640385956,465.116279069767,0.066081979384458,48,-1,0,9,0,0,0,9,0,-12,0,-0.111111111111111,0.4,0,-0.2,0,0,0.199999999999999,0,-0.283333333333333,1,-0.177193090495569,0.4,0.594737814460122,-0.2,0,0,0.794737814460121,0,-1.07631708594683,1,9,0.627062323933503
-156.566652806816,-939.399916840895,-2480.66921157867,-26.1923062210312,465.116279069767,0.17693772744872,20,-1,-2,6,0,0,0,6,0,-5,0,-0.21,-0.0199999999999998,0.26,-0.2,0,0,0.459999999999999,0,0,1,-0.386937727448719,-0.373875454897439,1.32162636469232,-0.2,0,0,1.52162636469232,0,-0.884688637243598,1,6,0.430732530956819
-172.910972105017,-1210.37680473512,-3522.28074684178,-8.43473562405087,465.116279069767,0.129655066211061,30,-1,-1,7,0,0,0,7,0,-7.5,0,-0.142857142857143,0.257142857142858,0,-0.2,0,0,0.199999999999999,0,-0.0214285714285716,1,-0.272512209068204,0.127487790931796,0.907585463477428,-0.2,0,0,1.10758546347743,0,-0.99384156801153,1,7,0.524222908564764
-185.169211578668,-1481.35369262934,-4563.89228210489,-75.7383070526223,465.116279069767,0.085317081988088,40,-1,0,8,0,0,0,8,0,-10,0,-0.125,0.4,0,-0.2,0,0,0.199999999999999,0,-0.2,1,-0.210317081988088,0.4,0.682536655904704,-0.2,0,0,0.882536655904703,0,-1.05317081988088,1,8,0.594340691770723
-162.287164561186,-973.722987367118,-2669.11921157867,-14.8108939999839,465.116279069768,0.1687093566733,22,-1,-1,6,0,0,0,6,0,-5.5,0,-0.190909090909091,0.209090909090909,0.145454545454545,-0.2,0,0,0.345454545454544,0,0,1,-0.359618447582391,0.0403815524176091,1.15771068549435,-0.2,0,0,1.35771068549435,0,-0.927901461703152,1,6,0.4634541631196
-174.872290420801,-1748.72290420801,-5139.51535263111,-19.2033070526223,465.116279069767,0.0867616772053936,44,-1,-5,10,0,0,0,10,0,-11,0,-0.1,-0.0999999999999996,0,-0.2,0,0,0.199999999999999,0,-0.0500000000000003,1,-0.186761677205394,-0.533808386026968,0.867616772053936,-0.2,0,0,1.06761677205394,0,-1.00437844925933,1,10,0.535441753877717
-183.609072009294,-2019.69979210224,-6181.12688789422,-67.1723979617132,465.116279069767,0.0643804743577469,54,-1,-4,11,0,0,0,11,0,-13.5,0,-0.0909090909090909,0.0363636363636366,0,-0.2,0,0,0.199999999999999,0,-0.177272727272727,1,-0.155289565266838,-0.221158261067351,0.708185217935216,-0.2,0,0,0.908185217935215,0,-1.04640913110231,1,11,0.585416610271782
-175.132676315557,-1401.06141052445,-3712.96535263111,-25.0669211578667,465.116279069767,0.118516957773406,30,-1,-8,8,0,0,2,10,0,-7.5,0,-0.14,-0.72,0.12,-0.2,0,0.28,0.599999999999999,0,0,1,-0.258516957773406,-1.66813566218725,1.06813566218725,-0.2,0,0.517033915546812,1.78516957773406,0,-0.888877183300544,1,8,0.483527274483728
-168.007676315557,-1512.06908684001,-4286.353817368,-5.32638381577785,465.116279069768,0.107268301881882,36,-1,-5,9,0,0,0,9,0,-9,0,-0.116666666666667,-0.183333333333333,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.223934968548549,-0.719674842742744,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,9,0.49617579528238
-168.007676315557,-1008.04605789334,-2857.56921157867,-5.32638381577782,465.116279069768,0.160902452822824,24,-1,0,6,0,0,0,6,0,-6,0,-0.175,0.4,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.335902452822823,0.4,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,6,0.49617579528238
-153.719216776112,-1229.7537342089,-3387.53074684178,-13.3813838157778,465.116279069767,0.133352264234102,28,-1,-6,8,1,0,0,7,0,-7,0,-0.15,-0.499999999999999,0.2,-0.05,0,0,0.249999999999999,0,0,1,-0.283352264234102,-1.30011358540461,1.26681811387281,0.0833522642341019,0,0,1.18346584963871,0,-0.933465849638713,1,8,0.441146995376492
-166.747846900347,-1500.73062210312,-4429.14228210489,2.62130797661227,476.67186658592,0.108213542043801,38,-1,-5,9,1,0,0,8,0,-9.5,0,-0.111111111111111,-0.155555555555555,0,-0.0888888888888889,0,0,0.0888888888888877,0,-0.00555555555555576,1,-0.219324653154912,-0.696623265774558,0.973921878394206,0.0193246531549117,0,0,0.954597225239293,0,-1.03358420497166,1,9,0.506605662030305
-159.426908684001,-1275.41526947201,-3433.19228210489,-20.2306141052446,465.116279069767,0.129583672689536,28,-1,-5,8,0,0,0,8,0,-7,0,-0.15,-0.349999999999999,0.2,-0.2,0,0,0.399999999999999,0,0,1,-0.279583672689536,-0.997918363447682,1.23666938151629,-0.2,0,0,1.43666938151629,0,-0.907085708826755,1,8,0.447093347038209
-171.82135081847,-1546.39215736623,-4474.803817368,-2.45219594151127,465.116279069767,0.103393154652395,38,-1,-4,9,0,0,0,9,0,-9.5,0,-0.111111111111111,-0.0444444444444438,0,-0.2,0,0,0.199999999999999,0,-0.00555555555555576,1,-0.214504265763506,-0.458017063054023,0.930538391871553,-0.2,0,0,1.13053839187155,0,-0.987790524753306,1,9,0.517990216724234
-181.736904526046,-1817.36904526046,-5516.41535263111,-56.8933070526223,465.116279069767,0.0740014929844684,48,-1,-3,10,0,0,0,10,0,-12,0,-0.1,0.100000000000001,0,-0.2,0,0,0.199999999999999,0,-0.15,1,-0.174001492984468,-0.122004478953405,0.740014929844684,-0.2,0,0,0.940014929844683,0,-1.03801791581362,1,10,0.574707712473054
-141.871416691556,-993.099916840895,-2534.36921157867,-37.4693062210311,465.116279069768,0.168739018330464,20,-1,-6,7,1,0,0,6,0,-5,0,-0.21,-0.86,0.47,0.00999999999999997,0,0,0.459999999999999,0,0,1,-0.378739018330464,-1.87243410998278,1.65117312831325,0.178739018330464,0,0,1.47243410998278,0,-0.84369509165232,1,7,0.377191511682313
-175.635025321384,-1580.71522789246,-4663.253817368,-23.3910848304001,465.116279069767,0.0947246732730243,40,-1,-3,9,0,0,0,9,0,-10,0,-0.111111111111111,0.0666666666666673,0,-0.2,0,0,0.199999999999998,0,-0.0611111111111113,1,-0.205835784384135,-0.217507353152406,0.852522059457219,-0.2,0,0,1.05252205945722,0,-1.00835784384135,1,9,0.539804638166088
-185.169211578668,-1851.69211578668,-5704.86535263111,-75.7383070526222,465.116279069767,0.0682536655904704,50,-1,-2,10,0,0,0,10,0,-12.5,0,-0.1,0.2,0,-0.2,0,0,0.199999999999999,0,-0.2,1,-0.16825366559047,0.0634926688190593,0.682536655904704,-0.2,0,0,0.882536655904704,0,-1.05317081988088,1,10,0.594340691770722
-192.969909425537,-2122.66900368091,-6746.47688789423,-118.567852507168,465.116279069767,0.0513673184272581,60,-1,-1,11,0,0,0,11,0,-15,0,-0.0909090909090909,0.30909090909091,0,-0.2,0,0,0.199999999999999,0,-0.313636363636364,1,-0.142276409336349,0.257723590663651,0.565040502699839,-0.2,0,0,0.765040502699838,0,-1.08414614004524,1,11,0.638961099265424
-162.299984407668,-1298.39987526134,-3764.43074684178,0.666692687505524,468.055279662443,0.124513373700177,32,-1,-4,8,1,0,0,7,0,-8,0,-0.13125,-0.125,0.0499999999999998,-0.06875,0,0,0.118749999999999,0,0,1,-0.255763373700177,-0.623053494800709,1.04610698960142,0.0557633737001774,0,0,0.990343615901242,0,-0.99610698960142,1,8,0.488732996408364
-168.007676315557,-1344.06141052445,-3810.09228210489,-5.32638381577785,465.116279069768,0.120676839617118,32,-1,-3,8,0,0,0,8,0,-8,0,-0.13125,0.00625000000000042,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.251926839617118,-0.355780518851353,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,8,0.49617579528238
-179.448699824298,-1615.03829841868,-4851.703817368,-44.329973719289,465.116279069767,0.0867295946310982,42,-1,-2,9,0,0,0,9,0,-10.5,0,-0.111111111111111,0.177777777777778,0,-0.2,0,0,0.199999999999999,0,-0.116666666666667,1,-0.197840705742209,0.00431858851558165,0.780566351679884,-0.2,0,0,0.980566351679883,0,-1.0273274102932,1,9,0.561619059607942
-188.60151863129,-1886.0151863129,-5893.31535263111,-94.5833070526223,465.116279069767,0.0628734336864763,52,-1,-1,10,0,0,0,10,0,-13,0,-0.1,0.3,0,-0.2,0,0,0.199999999999999,0,-0.25,1,-0.162873433686476,0.237126566313524,0.628734336864763,-0.2,0,0,0.828734336864763,0,-1.06735463792419,1,10,0.613973671068391
-196.090188564284,-2156.99207420713,-6934.92688789422,-135.699670688986,465.116279069767,0.0475010931918863,62,-1,0,11,0,0,0,11,0,-15.5,0,-0.0909090909090909,0.4,0,-0.2,0,0,0.199999999999999,0,-0.359090909090909,1,-0.138410184100977,0.4,0.522512025110749,-0.2,0,0,0.722512025110749,0,-1.09535785356515,1,11,0.656809262263304
-178.188870409088,-1603.69983368179,-4994.49228210489,-60.1953586900544,465.116279069768,0.0810734900583453,44,-1,-2,9,1,0,0,8,0,-11,0,-0.111111111111111,0.177777777777778,0,-0.0888888888888889,0,0,0.0888888888888886,0,-0.172222222222222,1,-0.192184601169456,0.0156307976610874,0.729661410525108,-0.00781539883054361,0,0,0.737476809355651,0,-1.06403061286402,1,9,0.57814783512827
-172.298060131335,-1378.38448105068,-3998.54228210489,-5.06955705262237,465.116279069768,0.115053609430627,34,-1,-2,8,0,0,0,8,0,-8.5,0,-0.125,0.15,0,-0.2,0,0,0.199999999999999,0,-0.0125000000000002,1,-0.240053609430627,-0.0801072188612542,0.920428875445018,-0.2,0,0,1.12042887544502,0,-0.990455680160332,1,8,0.520717019404466
-183.262374327211,-1649.3613689449,-5040.153817368,-65.2688626081779,465.116279069768,0.0793323836831615,44,-1,-1,9,0,0,0,9,0,-11,0,-0.111111111111111,0.288888888888889,0,-0.2,0,0,0.199999999999999,0,-0.172222222222222,1,-0.190443494794273,0.209556505205728,0.713991453148454,-0.2,0,0,0.913991453148453,0,-1.044878442737,1,9,0.583433481049796
-192.033825683913,-1920.33825683913,-6081.76535263111,-113.428307052622,465.116279069767,0.0578266262549897,54,-1,0,10,0,0,0,10,0,-13.5,0,-0.1,0.4,0,-0.2,0,0,0.199999999999999,0,-0.3,1,-0.15782662625499,0.4,0.578266262549897,-0.2,0,0,0.778266262549897,0,-1.08065945444236,1,10,0.633606650366059
-160.009215736623,-1600.09215736623,-4528.503817368,-5.77061476176369,465.116279069767,0.10143431094091,38,-1,-8,10,1,0,0,9,0,-9.5,0,-0.110526315789474,-0.484210526315789,0.105263157894737,-0.0894736842105263,0,0,0.194736842105262,0,0,1,-0.211960626730384,-1.29568501384307,1.11960626730384,0.0119606267303837,0,0,1.10764564057345,0,-0.963625953938645,1,10,0.471785734655338
-176.588443947112,-1412.7075515769,-4186.99228210489,-28.6258070526224,465.116279069767,0.104249170432603,36,-1,-1,8,0,0,0,8,0,-9,0,-0.125,0.275,0,-0.2,0,0,0.199999999999999,0,-0.0750000000000002,1,-0.229249170432603,0.170750829567398,0.833993363460822,-0.2,0,0,1.03399336346082,0,-1.01324253389342,1,8,0.545258243526552
-187.076048830125,-1683.68443947112,-5228.603817368,-86.2077514970668,465.116279069767,0.0724683951601132,46,-1,0,9,0,0,0,9,0,-11.5,0,-0.111111111111111,0.4,0,-0.2,0,0,0.199999999999999,0,-0.227777777777778,1,-0.183579506271224,0.4,0.652215556441019,-0.2,0,0,0.852215556441018,0,-1.06116432211908,1,9,0.605247902491649
-150.846141052445,-905.076846314672,-2292.21921157867,-40.1029211578668,465.116279069767,0.185415668695661,18,-1,-2,6,0,0,0,6,0,-4.5,0,-0.233333333333333,-0.0666666666666661,0.4,-0.2,0,0,0.599999999999999,0,0,1,-0.418749002028995,-0.437498004057989,1.51249401217397,-0.2,0,0,1.71249401217397,0,-0.834370509130477,1,6,0.398010898794038
-168.007676315557,-1680.07676315557,-4762.61535263111,-5.32638381577777,465.116279069767,0.0965414716936941,40,-1,-6,10,0,0,0,10,0,-10,0,-0.105,-0.23,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.201541471693694,-0.809248830162164,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,10,0.49617579528238
-168.007676315557,-1176.0537342089,-3333.83074684178,-5.3263838157778,465.116279069767,0.137916388133849,28,-1,-1,7,0,0,0,7,0,-7,0,-0.15,0.25,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.287916388133849,0.112083611866152,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,7,0.49617579528238
-177.368513731799,-1951.05365104979,-5804.22688789423,-32.9087615980769,465.116279069767,0.0744642698880601,50,-1,-5,11,0,0,0,11,0,-12.5,0,-0.0909090909090909,-0.0545454545454542,0,-0.2,0,0,0.199999999999999,0,-0.0863636363636366,1,-0.165373360797151,-0.426866803985755,0.819106968768661,-0.2,0,0,1.01910696876866,0,-1.01716700996439,1,11,0.549720284276021
-160.380327309729,-1443.42294578756,-3909.453817368,-18.3675853190613,465.116279069767,0.114273940714172,32,-1,-6,9,0,0,0,9,0,-8,0,-0.13125,-0.387499999999999,0.18125,-0.2,0,0,0.381249999999999,0,0,1,-0.245523940714172,-1.07314364428503,1.20971546642755,-0.2,0,0,1.40971546642755,0,-0.914191525713379,1,9,0.452546952398673
-156.566652806816,-939.399916840895,-2480.66921157867,-26.1923062210313,465.116279069768,0.176937727448719,20,-1,-1,6,0,0,0,6,0,-5,0,-0.21,0.19,0.26,-0.2,0,0,0.459999999999999,0,0,1,-0.386937727448719,0.0130622725512808,1.32162636469232,-0.2,0,0,1.52162636469232,0,-0.884688637243597,1,6,0.430732530956819
-171.439983368179,-1714.39983368179,-4951.06535263111,-0.35830705262229,465.116279069767,0.0938702963737212,42,-1,-5,10,0,0,0,10,0,-10.5,0,-0.1,-0.0999999999999996,0,-0.2,0,0,0.199999999999999,0,-2.22044604925031e-16,1,-0.193870296373721,-0.569351481868606,0.938702963737212,-0.2,0,0,1.13870296373721,0,-0.985638111924073,1,10,0.515808774580049
-180.488792870547,-1985.37672157601,-5992.67688789422,-50.040579779895,465.116279069768,0.0692638210026582,52,-1,-4,11,0,0,0,11,0,-13,0,-0.0909090909090909,0.0363636363636366,0,-0.2,0,0,0.199999999999999,0,-0.131818181818182,1,-0.160172911911749,-0.240691647646996,0.76190203102924,-0.2,0,0,0.96190203102924,0,-1.03224785485274,1,11,0.567568447273902
-152.01075515769,-760.053775788449,-2147.19614105245,-6.26420470174803,465.116279069767,0.213698257739562,18,-1,-5,5,3,0,2,4,0,-4.5,0,-0.233333333333333,-0.766666666666666,0.166666666666666,0.5,0,0.466666666666667,0.133333333333333,0,0,1,-0.447031591072896,-1.83515795536448,1.23515795536448,1.14109477321869,0,0.894063182145792,0.988126364291583,0,-0.961642159828031,1,5,0.447395674028296
-164.194001812643,-1477.74601631379,-4097.903817368,-11.463419817323,465.116279069767,0.110703637632915,34,-1,-5,9,0,0,0,9,0,-8.5,0,-0.123529411764706,-0.217647058823529,0.111764705882353,-0.2,0,0,0.311764705882352,0,0,1,-0.23423304939762,-0.771165246988101,1.10809744457858,-0.2,0,0,1.30809744457858,0,-0.940980919879773,1,9,0.474361373840526
-162.287164561186,-973.722987367118,-2669.11921157867,-14.8108939999839,465.116279069768,0.1687093566733,22,-1,0,6,0,0,0,6,0,-5.5,0,-0.190909090909091,0.4,0.145454545454545,-0.2,0,0,0.345454545454544,0,0,1,-0.359618447582391,0.4,1.15771068549435,-0.2,0,0,1.35771068549435,0,-0.927901461703152,1,6,0.4634541631196
-174.872290420801,-1748.72290420801,-5139.51535263111,-19.2033070526223,465.116279069767,0.0867616772053936,44,-1,-4,10,0,0,0,10,0,-11,0,-0.1,4.44089209850063e-16,0,-0.2,0,0,0.199999999999999,0,-0.0500000000000003,1,-0.186761677205394,-0.347046708821574,0.867616772053936,-0.2,0,0,1.06761677205393,0,-1.00437844925933,1,10,0.535441753877717
-183.609072009294,-2019.69979210224,-6181.12688789422,-67.1723979617132,465.116279069767,0.0643804743577469,54,-1,-3,11,0,0,0,11,0,-13.5,0,-0.0909090909090909,0.127272727272727,0,-0.2,0,0,0.199999999999999,0,-0.177272727272727,1,-0.155289565266838,-0.0658686958005134,0.708185217935216,-0.2,0,0,0.908185217935215,0,-1.04640913110231,1,11,0.585416610271782
-149.428832960334,-1195.43066368267,-3199.08074684178,-22.0263539716445,465.116279069767,0.13850538956716,26,-1,-6,8,1,0,0,7,0,-6.5,0,-0.161538461538462,-0.569230769230769,0.292307692307692,-0.0384615384615385,0,0,0.33076923076923,0,0,1,-0.300043851105622,-1.40026310663373,1.40035080884497,0.100043851105622,0,0,1.30030695773935,0,-0.900285032186542,1,8,0.416605771254407
-162.934172397433,-1466.4075515769,-4240.69228210489,0.000795298251811793,465.119785005977,0.109680342114652,36,-1,-5,9,1,0,0,8,0,-9,0,-0.116666666666667,-0.183333333333333,0.0499999999999998,-0.0833333333333334,0,0,0.133333333333332,0,0,1,-0.226347008781319,-0.731735043906592,1.03712307903187,0.0263470087813185,0,0,1.01077607025055,0,-0.987123079031867,1,9,0.49088835637523
-172.867018345652,-1210.06912841956,-2905.46535263111,-59.931520928178,465.116279069767,0.139456062614777,22,-1,-9,7,0,0,3,10,0,-5.5,0,-0.190909090909091,-1.31818181818182,0.336363636363636,-0.2,0,0.572727272727273,1.10909090909091,0,0,1,-0.330365153523868,-2.57328638171481,1.31255607466707,-0.2,0,0.991095460571603,2.50365153523868,0,-0.767008344381273,1,7,0.43242194684683
-155.136524868223,-1241.09219894579,-3244.74228210489,-29.4024481295317,465.116279069768,0.134283031765957,26,-1,-5,8,0,0,0,8,0,-6.5,0,-0.161538461538462,-0.407692307692307,0.292307692307692,-0.2,0,0,0.492307692307691,0,0,1,-0.295821493304419,-1.07910746652209,1.36657194643535,-0.2,0,0,1.56657194643535,0,-0.872839706478723,1,8,0.422552122916123
-168.007676315557,-1512.06908684001,-4286.353817368,-5.32638381577788,465.116279069767,0.107268301881882,36,-1,-4,9,0,0,0,9,0,-9,0,-0.116666666666667,-0.066666666666666,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.223934968548549,-0.495739874194195,1.01541471693694,-0.2,0,0,1.21541471693694,0,-0.965414716936941,1,9,0.49617579528238
-178.304597473424,-1783.04597473424,-5327.96535263111,-38.0483070526223,465.116279069767,0.080155921398071,46,-1,-3,10,0,0,0,10,0,-11.5,0,-0.1,0.100000000000001,0,-0.2,0,0,0.199999999999999,0,-0.1,1,-0.180155921398071,-0.140467764194212,0.80155921398071,-0.2,0,0,1.00155921398071,0,-1.02179309607782,1,10,0.555074733175386
-186.729351148042,-2054.02286262846,-6369.57688789423,-84.3042161435314,465.116279069767,0.0597860846377399,56,-1,-2,11,0,0,0,11,0,-14,0,-0.0909090909090909,0.218181818181818,0,-0.2,0,0,0.199999999999999,0,-0.222727272727273,1,-0.150695175546831,0.0986096489063384,0.657646931015139,-0.2,0,0,0.857646931015138,0,-1.05973245765563,1,11,0.603264773269663
-193.749979210224,-2324.99975052268,-7411.18842315733,-122.850807052622,465.116279069768,0.046182265579389,66,-1,-1,12,0,0,0,12,0,-16.5,0,-0.0833333333333333,0.316666666666667,0,-0.2,0,0,0.199999999999999,0,-0.325,1,-0.129515598912722,0.270484401087278,0.554187186952668,-0.2,0,0,0.754187186952667,0,-1.08700738205992,1,12,0.643423140014894
