"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_reduced","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_reduced","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_reduced","stoichMet_biom","C_num","CUE"
-82.7599906446006,-496.559943867604,-748.020081080128,-3.62381786052172,465.116279069767,0.616951968111416,-1,51,6,1,0,0,-39,0,-22,22,0,-0.190909090909091,-0.363636363636363,0.145454545454545,-0.00909090909090914,0,0,0.154545454545454,0,0,0,1,-0.807861059020507,31.1009140100459,3.84716635412304,0.607861059020507,0,0,-23.9065813017998,0,-13.5729432984512,13.5729432984512,1,6,0.20630610277062
-75.3799904961022,-527.659933472716,-847.700108106838,12.0249995842044,518.126431374174,0.625399744424196,-1,64,7,3,0,0,-52,0,-28,28,0,-0.15,-0.499999999999999,0.0499999999999998,0.25,0,0,-0.200000000000001,0,0,0,1,-0.775399744424196,39.5255836431485,4.42779821096937,2.12619923327259,0,0,-32.7207867100582,0,-17.5111928438775,17.5111928438775,1,7,0.184236768046947
-85.5699877860064,-684.559902288051,-1141.76015176537,-3.5400031704409,465.116279069767,0.404267284320307,-1,98,8,1,0,0,-73,0,-40,40,0,-0.125,2.15,0,-0.075,0,0,-1.525,0,-0.800000000000001,0.800000000000001,1,-0.529267284320307,41.7681938633901,3.23413827456246,0.329267284320307,0,0,-31.0365117553824,0,-16.9706913728123,16.9706913728123,1,8,0.236175565169358
-89.9355419267022,-809.41987734032,-1380.92018918697,-14.2555607760994,465.116279069766,0.326492958698154,-1,125,9,0,0,0,-91,0,-50,50,0,-0.111111111111111,3.78888888888889,0,-0.2,0,0,-2.51111111111111,0,-1.35555555555556,1.35555555555556,1,-0.437604069809265,44.6005087261582,2.93843662828339,-0.2,0,0,-32.2219703526432,0,-17.6802034904633,17.6802034904633,1,9,0.253907855929082
-87.7066569647711,-526.239941788626,-777.700079001148,-9.2899992818078,465.116279069768,0.586120912284602,-1,53,6,0,0,0,-38,0,-22,22,0,-0.190909090909091,0.0181818181818186,0.145454545454545,-0.2,0,0,0.345454545454544,0,0,0,1,-0.777030003193693,31.0825901692657,3.66218001916216,-0.2,0,0,-21.9271401213603,0,-12.8946600702612,12.8946600702612,1,6,0.214491932076812
-94.0599958420447,-282.179987526134,-305.04,-501.40398419977,501.40398419977,-0.118960481018891,-1,0,3,1,0,2,0,0,-2,2,0,-2.1,-10.1,5.3,1.9,0,4.2,7.6,0,0,0,1,-2.1,-10.1,5.3,1.9,0,4.2,7.6,0,0,0,1,3,0.158730158730159
-95.9057044848197,-671.339931393738,-945.660081080131,-26.3104983887924,465.116279069765,0.464020623752852,-1,52,7,0,0,2,-39,0,-24,24,0,-0.175,-0.999999999999999,0.225,-0.2,0,0.35,0.774999999999999,0,0,0,1,-0.639020623752852,23.1290724351483,3.47314436626997,-0.2,0,1.2780412475057,-17.3218043263612,0,-11.1364949700685,11.1364949700685,1,7,0.223556388553109
-87.8049901248562,-702.43992099885,-1045.34010810684,-7.16759933472718,465.116279069769,0.438085821239949,-1,70,8,0,0,0,-52,0,-30,30,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,0,1,-0.578085821239949,30.3660074867964,3.62468656991959,-0.2,0,0,-22.4604627044774,0,-13.1425746371985,13.1425746371985,1,8,0.216230869893824
-88.8866548857934,-799.979893972141,-1280.04015592332,-3.0466681912503,465.116279069769,0.360980558883496,-1,102,9,0,0,0,-75,0,-42,42,0,-0.111111111111111,1.23333333333333,0,-0.2,0,0,-0.733333333333334,0,-0.466666666666667,0.466666666666667,1,-0.472091669994607,38.0533503394499,3.24882502995146,-0.2,0,0,-27.8068752495955,0,-15.6278501397735,15.6278501397735,1,9,0.235359185880955
-89.5159871103387,-895.159871103387,-1489.52019542389,-9.77200374215965,465.116279069767,0.305698624783012,-1,128,10,0,0,0,-94,0,-52,52,0,-0.1,2.7,0,-0.2,0,0,-1.8,0,-1,1,1,-0.405698624783012,41.8294239722255,3.05698624783012,-0.2,0,0,-30.5356707296031,0,-16.8963284887166,16.8963284887166,1,10,0.246488387909831
-92.0028470449658,-644.01992931476,-941.200091475016,-12.8599989765032,465.116279069768,0.48051023814129,-1,60,7,0,0,1,-44,0,-26,26,0,-0.161538461538462,-0.407692307692307,0.130769230769231,-0.2,0,0.161538461538462,0.492307692307691,0,0,0,1,-0.642048699679752,28.4229219807851,3.49434089775826,-0.2,0,0.642048699679752,-20.6501427859091,0,-12.4932661916736,12.4932661916736,1,7,0.222502035948984
-89.1488766460206,-802.339889814185,-1305.26016423923,-5.84889133746254,465.116279069767,0.351858886308684,-1,108,9,0,0,0,-79,0,-44,44,0,-0.111111111111111,1.9,0,-0.2,0,0,-1.17777777777778,0,-0.688888888888889,0.688888888888889,1,-0.462969997419795,39.9007597213378,3.16672997677815,-0.2,0,0,-28.9746297961638,0,-16.170679886471,16.170679886471,1,9,0.239996353392987
-91.8666580042599,-551.199948025559,-756.940060290351,-37.4393316008521,465.116279069768,0.565007680138986,-1,40,6,0,0,1,-29,0,-18,18,0,-0.233333333333333,-0.766666666666666,0.4,-0.2,0,0.233333333333333,0.833333333333332,0,0,0,1,-0.798341013472319,21.8336405388928,3.79004608083391,-0.2,0,0.798341013472319,-15.5518893906973,0,-10.1701382425017,10.1701382425017,1,6,0.20876625884691
-79.8039941788626,-399.019970894313,-513.320033263641,-76.4143981704997,465.116279069768,0.757231075568855,-1,18,5,2,0,1,-16,0,-10,10,0,-0.42,-2.54,1.1,0.64,0,0.42,0.879999999999999,0,0,0,1,-1.17723107556886,11.0901593602394,4.88615537784428,2.15446215113771,0,1.17723107556886,-11.2356972091017,0,-7.57231075568855,7.57231075568855,1,5,0.169890180569144
-87.7628473419626,-614.339931393738,-911.520093553994,-8.06553777387659,465.116279069768,0.501415980325636,-1,62,7,0,0,0,-45,0,-26,26,0,-0.161538461538462,-0.0846153846153843,0.130769230769231,-0.2,0,0,0.33076923076923,0,0,0,1,-0.662954441864097,31.003175395574,3.64068109304868,-0.2,0,0,-22.2329498838844,0,-13.0368154884665,13.0368154884665,1,7,0.215485610829391
-89.4110984062478,-804.69988565623,-1330.48017255514,-8.65111448367486,465.116279069768,0.343083026716187,-1,114,9,0,0,0,-83,0,-46,46,0,-0.111111111111111,2.56666666666667,0,-0.2,0,0,-1.62222222222222,0,-0.911111111111111,0.911111111111111,1,-0.454194137827298,41.678131712312,3.08774724044568,-0.2,0,0,-30.0981134396657,0,-16.6929303400557,16.6929303400557,1,9,0.244633520905018
-89.9879862787476,-899.879862787476,-1539.96021205572,-14.8160054053417,465.116279069766,0.292410329915805,-1,140,10,0,0,0,-102,0,-56,56,0,-0.1,3.9,0,-0.2,0,0,-2.6,0,-1.4,1.4,1,-0.392410329915805,44.8374461882127,2.92410329915805,-0.2,0,0,-32.4258536514121,0,-17.7749784752851,17.7749784752851,1,10,0.254835289431488
-88.0999896051119,-616.699927235783,-936.740101869901,-1.33099948025557,465.116279069767,0.495105610044572,-1,68,7,0,0,0,-49,0,-28,28,0,-0.15,0.100000000000001,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,0,1,-0.645105610044572,33.7671814830309,3.515739270312,-0.2,0,0,-24.010174892184,0,-13.862957081248,13.862957081248,1,7,0.22144768334486
-88.9849880458786,-711.879904367029,-1146.22014137048,-4.09750187107985,465.116279069766,0.402207883598581,-1,94,8,0,0,0,-68,0,-38,38,0,-0.125,1.65,0,-0.2,0,0,-0.900000000000002,0,-0.550000000000001,0.550000000000001,1,-0.527207883598581,39.4575410582666,3.21766306878865,-0.2,0,0,-28.2501360847035,0,-15.8338995767461,15.8338995767461,1,8,0.237098123697967
-89.673320166475,-807.059881498275,-1355.70018087105,-11.4533376298871,465.116279069769,0.33463368069214,-1,120,9,0,0,0,-87,0,-48,48,0,-0.111111111111111,3.23333333333333,0,-0.2,0,0,-2.06666666666667,0,-1.13333333333333,1.13333333333333,1,-0.445744791803251,43.3893750163901,3.01170312622926,-0.2,0,0,-31.1797968868829,0,-17.1957500065561,17.1957500065561,1,9,0.24927068841705
-88.4371318682611,-619.059923077828,-961.960110185813,1.75714291654223,472.862342840851,0.493387907390169,-1,74,7,0,0,0,-53,0,-30,30,0,-0.142857142857143,0.471428571428573,0,-0.2,0,0,0.0285714285714267,0,-0.0857142857142863,0.0857142857142863,1,-0.636245050247312,36.9821337183011,3.45371535173118,-0.2,0,0,-26.1209876631075,0,-14.8873515074194,14.8873515074194,1,7,0.224531637301718
-89.2799875261342,-714.239900209074,-1171.44014968639,-7.25000291056865,465.116279069765,0.390857592068852,-1,100,8,0,0,0,-72,0,-40,40,0,-0.125,2.4,0,-0.2,0,0,-1.4,0,-0.800000000000001,0.800000000000001,1,-0.515857592068852,41.4857592068852,3.12686073655082,-0.2,0,0,-29.5417466289574,0,-16.4343036827541,16.4343036827541,1,8,0.242314937149003
-89.1727149878595,-980.899864866454,-1598.12020166083,-6.10363889620907,465.116279069768,0.287220347816475,-1,131,11,0,0,0,-97,0,-54,54,0,-0.0909090909090909,1.80909090909091,0,-0.2,0,0,-1.21818181818182,0,-0.70909090909091,0.70909090909091,1,-0.378129438725566,39.4349564730491,3.15942382598122,-0.2,0,0,-29.0785555563799,0,-16.2189896911806,16.2189896911806,1,11,0.240417914075899
-95.2249896051118,-761.799916840895,-1104.70010394888,-15.4779987526134,465.116279069768,0.407022936550714,-1,67,8,0,0,2,-50,0,-30,30,0,-0.14,-0.72,0.12,-0.2,0,0.28,0.599999999999999,0,0,0,1,-0.547022936550714,26.5505367488979,3.37618349240571,-0.2,0,1.09404587310143,-19.7511468275357,0,-12.2106880965214,12.2106880965214,1,8,0.228509613853114
-88.0999896051118,-792.899906446006,-1204.38013097559,-1.33099948025562,465.11627906977,0.385082141145778,-1,85,9,0,0,0,-63,0,-36,36,0,-0.116666666666667,-0.183333333333333,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,0,1,-0.501748807812444,32.5486486640578,3.515739270312,-0.2,0,0,-24.010174892184,0,-13.862957081248,13.862957081248,1,9,0.22144768334486
-88.0999896051118,-528.599937630671,-802.920087317059,-1.33099948025559,465.116279069767,0.577623211718666,-1,60,6,0,0,0,-42,0,-24,24,0,-0.175,0.4,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,0,1,-0.752623211718666,35.05739270312,3.515739270312,-0.2,0,0,-24.010174892184,0,-13.862957081248,13.862957081248,1,6,0.22144768334486
-88.8079883577253,-888.079883577253,-1413.86017047616,-2.20600124738657,465.116279069768,0.327408811344109,-1,111,10,0,0,0,-82,0,-46,46,0,-0.1,1,0,-0.2,0,0,-0.600000000000003,0,-0.400000000000001,0.400000000000001,1,-0.427408811344109,37.3423780591961,3.27408811344109,-0.2,0,0,-27.447522530217,0,-15.460805321829,15.460805321829,1,10,0.233968035627346
-87.5099906446006,-700.079925156805,-1020.12009979093,-13.837999168409,465.116279069767,0.442377598474775,-1,65,8,0,0,0,-48,0,-28,28,0,-0.15,-0.349999999999999,0.2,-0.2,0,0,0.399999999999999,0,0,0,1,-0.592377598474775,28.4045439008604,3.7390207877982,-0.2,0,0,-20.8341247267892,0,-12.3865727572937,12.3865727572937,1,8,0.211014056442789
-88.362211365339,-795.259902288051,-1229.6001392915,2.55777810117424,476.391806004691,0.389516533709761,-1,91,9,0,0,0,-67,0,-38,38,0,-0.111111111111111,0.0111111111111137,0,-0.2,0,0,0.155555555555553,0,-0.022222222222223,0.022222222222223,1,-0.500627644820872,35.4571156786993,3.50564880338784,-0.2,0,0,-25.9420522029984,0,-14.8238505031931,14.8238505031931,1,9,0.221943618696621
-89.0439879419297,-890.439879419297,-1439.08017879207,-4.72800207897754,465.116279069765,0.3199184338549,-1,117,10,0,0,0,-86,0,-48,48,0,-0.1,1.6,0,-0.2,0,0,-1,0,-0.600000000000001,0.600000000000001,1,-0.4199184338549,39.0304567610234,3.199184338549,-0.2,0,0,-28.5129853115214,0,-15.9560848250352,15.9560848250352,1,10,0.238141486388174
