"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_biom","C_num","CUE"
-100.84614754925,-403.384590197002,-900.011530065667,-139.825996361789,465.116279069768,0.361429017119641,-1,-7,4,2,0,1,3,0,-1.5,0,-0.7,-4.5,1.8,1.2,0,0.7,1.3,0,0,1,-1.06142901711964,-7.03000311983749,3.24571606847856,1.92285803423928,0,1.06142901711964,2.38428705135892,0,-0.542143525679462,1,4,0.235531529633904
-122.333321205964,-733.999927235783,-2554.96537342089,2.41595794018986,475.766616100859,0.187158142734749,-1,-4,6,2,0,0,4,0,-5.5,0,-0.190909090909091,-0.363636363636363,0.145454545454545,0.181818181818182,0,0,-0.0363636363636373,0,0,1,-0.37806723364384,-1.11226893457536,1.26840340186304,0.55613446728768,0,0,0.712268934575359,0,-1.02936978504112,1,6,0.440838697023069
-157.286306439791,-1415.57675795812,-5554.134590197,-126.943990893267,465.116279069767,0.0608865850628416,-1,0,9,0,0,0,9,0,-12.5,0,-0.111111111111111,0.4,0,-0.2,0,0,0.199999999999999,0,-0.338888888888889,1,-0.171997696173953,0.4,0.547979265565574,-0.2,0,0,0.747979265565574,0,-1.09997120217441,1,9,0.646003484830035
-140.306578214065,-982.146047498452,-3630.82306013133,-28.5069339060127,465.116279069767,0.120250791055613,-1,-2,7,1,0,0,6,0,-8,0,-0.142857142857143,0.114285714285715,0,-0.0571428571428572,0,0,0.0571428571428561,0,-0.092857142857143,1,-0.263107933912756,-0.126215867825511,0.841755537389292,0.0631079339127559,0,0,0.778647603476535,0,-1.05486347130205,1,7,0.542960224470133
-132.810242883575,-796.86145730145,-2783.36921677611,3.09246174835825,478.748867339572,0.17311441334615,-1,-2,6,1,0,0,5,0,-6,0,-0.175,0.0500000000000007,0.0499999999999998,-0.025,0,0,0.0749999999999988,0,0,1,-0.34811441334615,-0.2962288266923,1.0886864800769,0.14811441334615,0,0,0.94057206673075,0,-1.0386864800769,1,6,0.478769796012268
-139.469216776112,-1255.22295098501,-4234.984590197,-3.8994608388056,465.116279069767,0.108906374606078,-1,-6,9,0,0,0,9,0,-9,0,-0.116666666666667,-0.299999999999999,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.225573041272745,-0.953438247636467,1.0301573714547,-0.2,0,0,1.2301573714547,0,-0.980157371454701,1,9,0.492572651785834
-131.611525517904,-1052.89220414323,-3536.02690348656,-4.86169180394002,465.116279069767,0.130161506071125,-1,-6,8,1,0,0,7,0,-7.5,0,-0.14,-0.44,0.12,-0.06,0,0,0.179999999999999,0,0,1,-0.270161506071125,-1.22096903642675,1.161292048569,0.0701615060711251,0,0,1.09113054249788,0,-0.976211295533439,1,8,0.462686197666856
-140.12049789452,-1261.08448105068,-4571.93074684178,-17.8102305204644,465.116279069768,0.0978374505909337,-1,-5,9,1,0,0,8,0,-10,0,-0.111111111111111,-0.155555555555555,0,-0.0888888888888889,0,0,0.0888888888888877,0,-0.0611111111111113,1,-0.208948561702045,-0.644742808510223,0.880537055318403,0.00894856170204479,0,0,0.871588493616357,0,-1.03948561702045,1,9,0.531762986095844
-136.605755937306,-1092.84604749845,-3575.98074684178,-10.4552298736712,465.116279069768,0.127143036102094,-1,-5,8,0,0,0,8,0,-7.5,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,1,-0.267143036102094,-0.935715180510468,1.13714428881675,-0.2,0,0,1.33714428881675,0,-0.953572770765703,1,8,0.467914125046587
-147.10511234626,-1323.94601111634,-4800.334590197,-43.1884353377111,465.116279069767,0.087895507241036,-1,-3,9,0,0,0,9,0,-10.5,0,-0.111111111111111,0.0666666666666669,0,-0.2,0,0,0.199999999999999,0,-0.116666666666667,1,-0.199006618352147,-0.197019855056441,0.791059565169324,-0.2,0,0,0.991059565169324,0,-1.03956949269755,1,9,0.558328723090492
-149.650410869643,-1346.85369782679,-4988.784590197,-64.1273242266001,465.116279069767,0.0803780856024759,-1,-2,9,0,0,0,9,0,-11,0,-0.111111111111111,0.177777777777778,0,-0.2,0,0,0.199999999999999,0,-0.172222222222222,1,-0.191489196713587,0.0170216065728261,0.723402770422284,-0.2,0,0,0.923402770422283,0,-1.05638116384946,1,9,0.580247413525378
-155.504597473423,-1555.04597473423,-6024.68843355222,-112.286768671044,465.116279069767,0.05856394306364,-1,-1,10,0,0,0,10,0,-13.5,0,-0.1,0.3,0,-0.2,0,0,0.199999999999999,0,-0.3,1,-0.15856394306364,0.24143605693636,0.5856394306364,-0.2,0,0,0.7856394306364,0,-1.09061323135914,1,10,0.630660401525615
-136.196690103191,-953.37683072234,-3105.42690348656,-11.4638097251889,465.116279069768,0.146083769943272,-1,-3,7,0,0,0,7,0,-6.5,0,-0.161538461538462,-0.0846153846153843,0.130769230769231,-0.2,0,0,0.33076923076923,0,0,1,-0.307622231481734,-0.522866694445201,1.15335562037214,-0.2,0,0,1.35335562037214,0,-0.94954450463127,1,7,0.464391478369552
-131.478448105068,-1314.78448105068,-4625.63074684178,4.49084626579124,484.913406118153,0.105802706521287,-1,-9,10,2,0,0,8,0,-10,0,-0.105,-0.545,0.0499999999999998,0.00999999999999996,0,0,0.0399999999999998,0,0,1,-0.210802706521287,-1.49722435869159,1.10802706521287,0.221605413042575,0,0,0.886421652170299,0,-1.05802706521287,1,10,0.474377211043549
-157.795366144468,-1577.95366144468,-6213.13843355222,-131.131768671045,465.116279069768,0.0537545580177545,-1,0,10,0,0,0,10,0,-14,0,-0.1,0.4,0,-0.2,0,0,0.199999999999999,0,-0.35,1,-0.153754558017754,0.4,0.537545580177545,-0.2,0,0,0.737545580177544,0,-1.10256381224856,1,10,0.650387222917013
-139.469216776112,-976.284517432785,-3293.87690348656,-3.89946083880557,465.116279069767,0.140022481636386,-1,-2,7,0,0,0,7,0,-7,0,-0.15,0.100000000000001,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.290022481636386,-0.180044963272771,1.0301573714547,-0.2,0,0,1.2301573714547,0,-0.980157371454701,1,7,0.492572651785834
-148.059599292529,-1184.47679434023,-4329.78074684178,-51.0405186710446,465.116279069767,0.0956343483906794,-1,-1,8,0,0,0,8,0,-9.5,0,-0.125,0.275,0,-0.2,0,0,0.199999999999999,0,-0.1375,1,-0.220634348390679,0.179365651609321,0.765074787125435,-0.2,0,0,0.965074787125435,0,-1.04602630971145,1,8,0.566548232003574
-131.326359633255,-919.284517432785,-3402.41921677611,4.12218657330477,483.288232968636,0.143254075552681,-1,-3,7,2,0,0,5,0,-7.5,0,-0.142857142857143,-0.028571428571428,0,0.0857142857142857,0,0,-0.0857142857142863,0,-0.0214285714285716,1,-0.286111218409824,-0.458333655229472,1.00277852886877,0.372222436819649,0,0,0.630556092049121,0,-1.09583413807368,1,7,0.499306331471823
-154.741007916409,-1392.66907124768,-5365.684590197,-106.005102004378,465.116279069767,0.066927373577172,-1,0,9,0,0,0,9,0,-12,0,-0.111111111111111,0.4,0,-0.2,0,0,0.199999999999999,0,-0.283333333333333,1,-0.178038484688283,0.4,0.602346362194548,-0.2,0,0,0.802346362194547,0,-1.0864618162594,1,9,0.624084794395149
-131.833321205964,-790.999927235783,-2446.42306013133,-23.5667679434023,465.116279069767,0.180487798010971,-1,-2,6,0,0,0,6,0,-5,0,-0.21,-0.0199999999999998,0.26,-0.2,0,0,0.459999999999999,0,0,1,-0.390487798010971,-0.380975596021941,1.34292678806582,-0.2,0,0,1.54292678806582,0,-0.902438990054854,1,6,0.426816580481176
-142.741743449033,-999.19220414323,-3482.32690348656,-7.29319724247309,465.116279069767,0.131470449074989,-1,-1,7,0,0,0,7,0,-7.5,0,-0.142857142857143,0.257142857142858,0,-0.2,0,0,0.199999999999999,0,-0.0214285714285716,1,-0.274327591932132,0.125672408067868,0.920293143524925,-0.2,0,0,1.12029314352492,0,-1.00745693949099,1,7,0.520753825202116
-150.923060131335,-1207.38448105068,-4518.23074684178,-74.5967686710446,465.116279069767,0.0864319536295693,-1,0,8,0,0,0,8,0,-10,0,-0.125,0.4,0,-0.2,0,0,0.199999999999999,0,-0.2,1,-0.211431953629569,0.4,0.691455629036554,-0.2,0,0,0.891455629036554,0,-1.06431953629569,1,8,0.591206758742821
-135.651268991038,-813.907613946228,-2634.87306013133,-12.8391458863495,465.116279069767,0.171650444959528,-1,-1,6,0,0,0,6,0,-5.5,0,-0.190909090909091,0.209090909090909,0.145454545454545,-0.2,0,0,0.345454545454544,0,0,1,-0.362559535868619,0.0374404641313809,1.17535721521172,-0.2,0,0,1.37535721521171,0,-0.944077447277406,1,6,0.459694616133505
-144.050754118201,-1440.50754118201,-5082.43843355222,-18.0617686710445,465.116279069767,0.0879606346920895,-1,-5,10,0,0,0,10,0,-11,0,-0.1,-0.0999999999999996,0,-0.2,0,0,0.199999999999999,0,-0.0500000000000003,1,-0.18796063469209,-0.539803173460447,0.879606346920895,-0.2,0,0,1.07960634692089,0,-1.01756698161299,1,10,0.532026294568628
-149.881801644496,-1648.69981808946,-6118.34227690745,-66.0308595801354,465.116279069767,0.0652277040785878,-1,-4,11,0,0,0,11,0,-13.5,0,-0.0909090909090909,0.0363636363636366,0,-0.2,0,0,0.199999999999999,0,-0.177272727272727,1,-0.156136794987679,-0.224547179950715,0.717504744864466,-0.2,0,0,0.917504744864465,0,-1.05784673233366,1,11,0.582240021746731
-146.594216776112,-1172.7537342089,-3655.88843355222,-21.6423060131334,465.116279069767,0.121304022569894,-1,-8,8,0,0,2,10,0,-7.5,0,-0.14,-0.72,0.12,-0.2,0,0.28,0.599999999999999,0,0,1,-0.261304022569894,-1.69043218055915,1.09043218055915,-0.2,0,0.522608045139788,1.81304022569894,0,-0.909780169274206,1,8,0.47836997980605
-139.469216776112,-1255.22295098501,-4234.984590197,-3.89946083880563,465.116279069767,0.108906374606078,-1,-5,9,0,0,0,9,0,-9,0,-0.116666666666667,-0.183333333333333,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.225573041272745,-0.727865206363722,1.0301573714547,-0.2,0,0,1.2301573714547,0,-0.980157371454701,1,9,0.492572651785834
-139.469216776112,-836.815300656672,-2823.32306013133,-3.8994608388056,465.116279069768,0.163359561909117,-1,0,6,0,0,0,6,0,-6,0,-0.175,0.4,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.338359561909117,0.4,1.0301573714547,-0.2,0,0,1.2301573714547,0,-0.980157371454701,1,6,0.492572651785834
-128.748064679098,-1029.98451743278,-3347.57690348656,-11.9544608388056,465.116279069767,0.13537009941698,-1,-6,8,1,0,0,7,0,-7,0,-0.15,-0.499999999999999,0.2,-0.05,0,0,0.249999999999999,0,0,1,-0.28537009941698,-1.31222059650188,1.28296079533584,0.0853700994169801,0,0,1.19759069591886,0,-0.947590695918861,1,8,0.438027670927609
-137.575199371137,-1238.17679434023,-4383.48074684178,3.12865836842461,478.908433943228,0.109966741078754,-1,-5,9,1,0,0,8,0,-9.5,0,-0.111111111111111,-0.155555555555555,0,-0.0888888888888889,0,0,0.0888888888888877,0,-0.00555555555555576,1,-0.221077852189865,-0.705389260949325,0.989700669708786,0.021077852189865,0,0,0.968622817518919,0,-1.05023959580372,1,9,0.502588160733926
-133.742295098501,-1069.93836078801,-3387.53074684178,-17.947537342089,465.116279069767,0.132004334468278,-1,-5,8,0,0,0,8,0,-7,0,-0.15,-0.349999999999999,0.2,-0.2,0,0,0.399999999999999,0,0,1,-0.282004334468278,-1.01002167234139,1.25603467574623,-0.2,0,0,1.45603467574622,0,-0.924030341277947,1,8,0.443255598307341
-142.014515299495,-1278.13063769545,-4423.434590197,-1.3106575599335,465.116279069767,0.104851922652524,-1,-4,9,0,0,0,9,0,-9.5,0,-0.111111111111111,-0.0444444444444438,0,-0.2,0,0,0.199999999999999,0,-0.00555555555555576,1,-0.215963033763635,-0.463852135054539,0.943667303872713,-0.2,0,0,1.14366730387271,0,-1.00164882075453,1,9,0.51449134222072
-148.63229146029,-1486.3229146029,-5459.33843355222,-55.7517686710446,465.116279069767,0.0749842706000482,-1,-3,10,0,0,0,10,0,-12,0,-0.1,0.100000000000001,0,-0.2,0,0,0.199999999999999,0,-0.15,1,-0.174984270600048,-0.124952811800144,0.749842706000482,-0.2,0,0,0.949842706000481,0,-1.04981124720058,1,10,0.571479937351423
-120.67141817654,-844.699927235783,-2500.12306013133,-34.8437679434022,465.116279069767,0.17210053296487,-1,-6,7,1,0,0,6,0,-5,0,-0.21,-0.86,0.47,0.00999999999999997,0,0,0.459999999999999,0,0,1,-0.38210053296487,-1.89260319778922,1.67470373075409,0.18210053296487,0,0,1.49260319778922,0,-0.860502664824352,1,7,0.373873183972441
-144.559813822878,-1301.0383244059,-4611.884590197,-22.2495464488224,465.116279069767,0.0960272799458817,-1,-3,9,0,0,0,9,0,-10,0,-0.111111111111111,0.0666666666666673,0,-0.2,0,0,0.199999999999998,0,-0.0611111111111113,1,-0.207138391056993,-0.221415173170978,0.864245519512935,-0.2,0,0,1.06424551951293,0,-1.02138391056993,1,9,0.536410032655606
-150.923060131334,-1509.23060131334,-5647.78843355222,-74.5967686710444,465.116279069767,0.0691455629036554,-1,-2,10,0,0,0,10,0,-12.5,0,-0.1,0.2,0,-0.2,0,0,0.199999999999999,0,-0.2,1,-0.169145562903655,0.0617088741926893,0.691455629036555,-0.2,0,0,0.891455629036554,0,-1.06431953629569,1,10,0.59120675874282
-156.129352565527,-1717.42287822079,-6683.69227690745,-117.42631412559,465.116279069767,0.0520206422646756,-1,-1,11,0,0,0,11,0,-15,0,-0.0909090909090909,0.30909090909091,0,-0.2,0,0,0.199999999999999,0,-0.313636363636364,1,-0.142929733173767,0.257070266826234,0.572227064911432,-0.2,0,0,0.772227064911431,0,-1.0939459976065,1,11,0.636040443723269
-134.474986356709,-1075.79989085367,-3724.47690348656,1.34448110156733,471.043193866347,0.126833294234072,-1,-4,8,1,0,0,7,0,-8,0,-0.13125,-0.125,0.0499999999999998,-0.06875,0,0,0.118749999999999,0,0,1,-0.258083294234072,-0.632333176936286,1.06466635387257,0.0580832942340715,0,0,1.0065830596385,0,-1.01466635387257,1,8,0.484339756941532
-139.469216776112,-1115.7537342089,-3764.43074684178,-3.89946083880563,465.116279069767,0.122519671431838,-1,-3,8,0,0,0,8,0,-8,0,-0.13125,0.00625000000000042,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-0.253769671431838,-0.361309014295512,1.0301573714547,-0.2,0,0,1.2301573714547,0,-0.980157371454701,1,8,0.492572651785834
-147.10511234626,-1323.94601111634,-4800.334590197,-43.1884353377112,465.116279069767,0.087895507241036,-1,-2,9,0,0,0,9,0,-10.5,0,-0.111111111111111,0.177777777777778,0,-0.2,0,0,0.199999999999999,0,-0.116666666666667,1,-0.199006618352147,0.00198676329570593,0.791059565169324,-0.2,0,0,0.991059565169324,0,-1.03956949269755,1,9,0.558328723090492
-153.213828802379,-1532.13828802379,-5836.23843355222,-93.4417686710445,465.116279069767,0.063683914670447,-1,-1,10,0,0,0,10,0,-13,0,-0.1,0.3,0,-0.2,0,0,0.199999999999999,0,-0.25,1,-0.163683914670447,0.236316085329553,0.63683914670447,-0.2,0,0,0.836839146704469,0,-1.07789089071581,1,10,0.610933580134218
