"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_reduced","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_reduced","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_reduced","stoichMet_biom","C_num","CUE"
-41.7153779686532,-333.723023749226,-3161.54384335522,-4.06261493683561,465.116279069767,0.145831810968541,-1,-2,8,0,0,0,2,0,-6,3,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,0,1,-0.28583181096854,-0.591663621937081,1.28665448774832,-0.2,0,0,0.61166362193708,0,-0.874990865811243,0.437495432905622,1,8,0.437320113448667
-42.9938397170116,-214.969198585058,-1911.66169034866,-7.5008712817907,465.116279069767,0.239380958512861,-1,1.8,5,0,0,0,1.4,0,-3.6,1.8,0,-0.233333333333333,0.4,0.166666666666666,-0.2,0,0,0.366666666666666,0,0,0,1,-0.472714291846194,0.83088572532315,1.36357145923097,-0.2,0,0,0.701800008584671,0,-0.861771450646299,0.430885725323149,1,5,0.423088540900459
-28.9307604850701,-115.72304194028,-2095.19761566448,-85.2458807832239,465.116279069768,0.181305283781583,-1,-0.399999999999999,4,2,1,0,-0.200000000000003,0,-4.2,2.1,0,-0.25,-0.12,0,0.3,0.25,0,-0.0100000000000007,0,-0.21,0.105,1,-0.431305283781583,-0.192522113512632,0.725221135126331,0.662610567563165,0.431305283781583,0,-0.0462610567563177,0,-0.971482191882647,0.485741095941324,1,4,0.579635838930743
-32.0085387681549,-288.076848913394,-4435.54738433552,-54.2850751266069,465.116279069768,0.0926224360479256,-1,2.4,9,0,0,0,0.199999999999996,0,-8.8,4.4,0,-0.111111111111111,0.246666666666667,0,-0.2,0,0,0.0622222222222214,0,-0.137777777777778,0.0688888888888889,1,-0.203733547159037,0.468960513181689,0.833601924431331,-0.2,0,0,0.0807467094318061,0,-0.952855214999523,0.476427607499762,1,9,0.545374645759132
-42.0197736230243,-294.13841536117,-2744.9164590197,-4.85605870874828,465.116279069767,0.167677314494807,-1,-0.399999999999999,7,0,0,0,1.8,0,-5.2,2.6,0,-0.161538461538462,-0.0846153846153843,0.130769230769231,-0.2,0,0,0.33076923076923,0,0,0,1,-0.329215776033269,-0.151686310413307,1.30451043223288,-0.2,0,0,0.632588396859883,0,-0.871922035372998,0.435961017686499,1,7,0.433931643794332
-25.947683072234,-259.47683072234,-5538.07569398687,-115.254046265791,465.116279069767,0.0631739709126493,-1,5.59999999999999,10,0,0,0,-1.19999999999999,0,-11.2,5.6,0,-0.1,0.54,0,-0.2,0,0,-0.080000000000001,0,-0.28,0.14,1,-0.163173970912649,0.893774237110836,0.631739709126493,-0.2,0,0,-0.155808765095179,0,-0.987548474221672,0.493774237110836,1,10,0.612842841543228
-39.584608388056,-277.092258716392,-2916.39169034866,1.09476958059721,469.942383370172,0.161513679561491,-1,0.799999999999997,7,0,0,0,1.40000000000001,0,-5.6,2.8,0,-0.15,0.100000000000001,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,0,1,-0.311513679561491,0.229210943649193,1.18059575693044,-0.2,0,0,0.476119151386088,0,-0.904476605544352,0.452238302772176,1,7,0.458590271407145
-33.1922996462644,-265.538397170116,-3847.44476867104,-42.3770729509851,465.116279069767,0.109875315056128,-1,2.8,8,0,0,0,0.400000000000006,0,-7.6,3.8,0,-0.125,0.33,0,-0.2,0,0,0.0899999999999992,0,-0.11,0.0550000000000001,1,-0.234875315056128,0.637650882157158,0.879002520449024,-0.2,0,0,0.133950126022451,0,-0.945052394426573,0.472526197213286,1,8,0.532197263770051
-28.2205039582043,-253.984535623839,-4778.49784699343,-92.3906820885971,465.116279069767,0.0780005786160779,-1,4.8,9,0,0,0,-0.599999999999994,0,-9.6,4.8,0,-0.111111111111111,0.513333333333334,0,-0.2,0,0,-0.0266666666666673,0,-0.226666666666667,0.113333333333333,1,-0.189111689727189,0.887736110690508,0.702005207544701,-0.2,0,0,-0.0734670138363136,0,-0.975472221381015,0.487736110690507,1,9,0.587542268124192
-46.709608388056,-373.676867104448,-3201.49768671044,-9.65615300656667,465.116279069767,0.142264705657554,-1,-5,8,0,0,2,4,0,-6,3,0,-0.14,-0.72,0.12,-0.2,0,0.28,0.599999999999999,0,0,0,1,-0.282264705657554,-1.43132352828777,1.25811764526043,-0.2,0,0.564529411315108,1.16905882263021,0,-0.853588233945323,0.426794116972662,1,8,0.442846723286939
