"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_biom","C_num","CUE"
-80.2984566808504,-321.193826723401,-257.23845668085,-127.95399719338,465.116279069768,1.3106993651991,-1,-7,4,2,0,1.75,2.25,0,-0.75,0,-0.7,-4.5,1.8,1.2,0,0.7,1.3,0,0,1,-2.0106993651991,-13.6748955563937,7.04279746079641,3.8213987303982,0,2.99372388909843,4.24907357169798,0,-0.983024523899326,1,4,0.124334848026992
-82.7599906446007,-496.559943867604,-262.05692037825,2.08387404736722,474.302681103349,1.81787435517102,-1,-4,6,2,0,2.75,1.25,0,-2.75,0,-0.190909090909091,-0.363636363636363,0.145454545454545,0.181818181818182,0,0,-0.0363636363636373,0,0,1,-2.00878344608011,-7.63513378432045,11.0527006764807,3.81756689216023,0,4.99915447672031,2.23597930760014,0,-4.99915447672031,1,6,0.0829689566547831
-97.4189602059344,-876.770641853409,-343.809224832151,13.9118975018649,526.444497857058,1.57167509284467,-1,0,9,0,0,6.25,2.75,0,-6.25,0,-0.111111111111111,0.4,0,-0.2,0,0.169444444444445,0.0305555555555548,0,-0.169444444444445,1,-1.68278620395578,0.4,14.145075835602,-0.2,0,9.99241377472361,4.35266206087839,0,-9.99241377472361,1,9,0.0660280615861473
-90.731197071258,-635.118379498806,-294.0230726052,10.1096263967579,509.682836538656,1.76786283583046,-1,-2,7,1,0,4,2,0,-4,0,-0.142857142857143,0.114285714285715,0,-0.0571428571428572,0,0.0464285714285715,0.0107142857142846,0,-0.0464285714285715,1,-1.9107199786876,-3.4214399573752,12.3750398508132,1.7107199786876,0,7.1178799147504,3.5464399573752,0,-7.1178799147504,1,7,0.0747661323744916
-88.6707587959007,-532.024552775404,-276.2030726052,3.77738477730491,481.768233271938,1.75792982123437,-1,-2,6,1,0,3,2,0,-3,0,-0.175,0.0500000000000007,0.0499999999999998,-0.025,0,0,0.0749999999999988,0,0,1,-1.93292982123437,-3.46585964246874,10.5975789274062,1.73292982123437,0,5.27378946370311,3.59085964246874,0,-5.27378946370311,1,6,0.086224892821113
-93.8076815130008,-844.269133617007,-460.5369133617,-1.61638407565004,465.116279069768,1.00643375492051,-1,-6,9,0,0,4.5,4.5,0,-4.5,0,-0.116666666666667,-0.299999999999999,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-1.12310042158718,-6.33860252952305,9.10790379428459,-0.2,0,4.52895189714229,4.77895189714229,0,-4.52895189714229,1,9,0.0989324809922944
-89.3746053995257,-714.996843196206,-395.21999298345,-3.21787653446802,465.116279069768,1.16871213687472,-1,-6,8,1,0,3.75,3.25,0,-3.75,0,-0.14,-0.44,0.12,-0.06,0,0,0.179999999999999,0,0,1,-1.30871213687472,-7.45227282124831,9.46969709499775,1.10871213687472,0,4.3826705132802,3.97831444484283,0,-4.3826705132802,1,8,0.095513747047924
-91.4148602805341,-822.733742524807,-396.3646089078,8.07241038234827,500.702118456745,1.28360231313548,-1,-5,9,1,0,5,3,0,-5,0,-0.111111111111111,-0.155555555555555,0,-0.0888888888888889,0,0.0305555555555557,0.058333333333332,0,-0.0305555555555557,1,-1.39471342424659,-6.57356712123297,11.5524208182193,1.19471342424659,0,6.44856712123297,3.90914027273978,0,-6.44856712123297,1,9,0.0796659078341717
-93.2272974373507,-745.818379498806,-426.04152928605,-7.53289161683207,465.116279069768,1.07403470318901,-1,-5,8,0,0,3.75,4.25,0,-3.75,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,1,-1.21403470318901,-5.67017351594505,8.71227762551209,-0.2,0,4.02763013695879,4.88464748855329,0,-4.02763013695879,1,8,0.102962460357724
-95.3553723814009,-858.198351432608,-410.51076113475,6.50061569046499,493.773130607345,1.2186617103896,-1,-3,9,0,0,5.25,3.75,0,-5.25,0,-0.111111111111111,0.0666666666666669,0,-0.2,0,0.0583333333333333,0.141666666666666,0,-0.0583333333333333,1,-1.32977282150071,-3.58931846450212,10.9679553935064,-0.2,0,6.45630731287872,4.71164808062765,0,-6.45630731287872,1,9,0.0835564611598222
