"delGcox","delGd","delGcat","delGan","delGdis","lambda","stoichCat_donor","stoichCat_h2o","stoichCat_hco3","stoichCat_nh4","stoichCat_hpo4","stoichCat_hs","stoichCat_h","stoichCat_e","stoichCat_acceptor","stoichCat_biom","stoichAn_donor","stoichAn_h2o","stoichAn_hco3","stoichAn_nh4","stoichAn_hpo4","stoichAn_hs","stoichAn_h","stoichAn_e","stoichAn_acceptor","stoichAn_biom","stoichMet_donor","stoichMet_h2o","stoichMet_hco3","stoichMet_nh4","stoichMet_hpo4","stoichMet_hs","stoichMet_h","stoichMet_e","stoichMet_acceptor","stoichMet_biom","C_num","CUE"
-76.9603754998673,-615.683003998938,-411.486914920934,-6.4370147705174,465.116279069768,1.11468736347882,-1,-5,8,0,0,3.75,4.25,0,-3.75,0,-0.14,-0.3,0.12,-0.2,0,0,0.319999999999999,0,0,1,-1.25468736347882,-5.87343681739411,9.03749890783058,-0.2,0,4.18007761304558,5.057421294785,0,-4.18007761304558,1,8,0.0996264118365052
-77.1258373261873,-385.629186630936,-263.111533184133,-10.2215377578844,465.116279069767,1.72890460485263,-1,0,5,0,0,2.25,2.75,0,-2.25,0,-0.233333333333333,0.4,0.166666666666666,-0.2,0,0,0.366666666666666,0,0,1,-1.96223793818596,0.4,8.8111896909298,-0.2,0,3.89003536091841,5.12115433001139,0,-3.89003536091841,1,5,0.101924438472989
-75.3057572366675,-301.22302894667,-158.285766592067,11.5997116703966,516.251622404222,3.33479974503957,-1,-2.5,4,2,1,2.625,1.375,0,-2.625,0,-0.25,-0.225,0,0.3,0.25,0.13125,0.0687499999999992,0,-0.13125,1,-3.58479974503957,-8.56199936259893,13.3391989801583,6.96959949007914,3.58479974503957,8.88509933072887,4.65409964942941,0,-8.88509933072887,1,4,0.0697389025275219
-75.7040912629934,-681.336821366941,-381.849224052533,8.74346175702073,503.660333575704,1.34190084215604,-1,-2,9,0,0,5.5,3.5,0,-5.5,0,-0.111111111111111,0.177777777777778,0,-0.2,0,0.0861111111111111,0.113888888888888,0,-0.0861111111111111,1,-1.45301195326715,-2.5060239065343,12.0771075794044,-0.2,0,7.46656574296933,4.81054183643503,0,-7.46656574296933,1,9,0.0764695093259719
-76.9997711728006,-538.998398209604,-362.028454342,-7.31036622914052,465.116279069766,1.26455781955787,-1,-3,7,0,0,3.25,3.75,0,-3.25,0,-0.161538461538462,-0.0846153846153843,0.130769230769231,-0.2,0,0,0.33076923076923,0,0,1,-1.42609628109633,-3.878288843289,8.98267396767434,-0.2,0,4.10981291356309,5.07286105411125,0,-4.10981291356309,1,7,0.100173561035668
-74.9196796419209,-749.196796419209,-368.0307634736,14.3680769710534,528.455486961092,1.47494073269525,-1,0,10,0,0,7,3,0,-7,0,-0.1,0.4,0,-0.2,0,0.175,0.024999999999999,0,-0.175,1,-1.57494073269525,0.4,14.7494073269525,-0.2,0,10.4995851288668,4.44982219808576,0,-10.4995851288668,1,10,0.0634944527905291
-76.684605789334,-536.792240525338,-346.209224052534,-0.760230289466677,465.116279069767,1.34125845448254,-1,-2,7,0,0,3.5,3.5,0,-3.5,0,-0.15,0.100000000000001,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-1.49125845448254,-2.58251690896508,9.43880918137778,-0.2,0,4.69440459068889,4.94440459068889,0,-4.69440459068889,1,7,0.095796367442365
-75.8572966577341,-606.858373261873,-348.209993763067,7.64490409802997,498.817530180121,1.4544741487884,-1,-1,8,0,0,4.75,3.25,0,-4.75,0,-0.125,0.275,0,-0.2,0,0.0687500000000001,0.131249999999999,0,-0.0687500000000001,1,-1.5794741487884,-1.1794741487884,11.6357931903072,-0.2,0,6.97750220674489,4.85829098356229,0,-6.97750220674489,1,8,0.0791402632932527
-75.2138339998231,-676.924505998408,-350.2107634736,12.2588462657911,519.157304441569,1.51741809828018,-1,0,9,0,0,6,3,0,-6,0,-0.111111111111111,0.4,0,-0.2,0,0.141666666666667,0.0583333333333327,0,-0.141666666666667,1,-1.62852920939129,0.4,13.6567628845217,-0.2,0,9.24617525634777,4.61058762817388,0,-9.24617525634777,1,9,0.0682278896014655
-83.809605789334,-670.476846314672,-466.280757236667,-14.10815269472,465.116279069768,0.967245847861854,-1,-8,8,0,0,5.75,6.25,0,-3.75,0,-0.14,-0.72,0.12,-0.2,0,0.28,0.599999999999999,0,0,1,-1.10724584786185,-8.45796678289483,7.85796678289483,-0.2,0,5.84166362520566,6.64528654913659,0,-3.62717192948195,1,8,0.112892724087772
-76.684605789334,-690.161452104006,-445.1261452104,-0.760230289466734,465.116279069769,1.04320102015309,-1,-5,9,0,0,4.5,4.5,0,-4.5,0,-0.116666666666667,-0.183333333333333,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-1.15986768681975,-5.39933843409877,9.43880918137778,-0.2,0,4.69440459068889,4.94440459068889,0,-4.69440459068889,1,9,0.0957963674423651
-76.684605789334,-460.107634736004,-296.7507634736,-0.760230289466706,465.116279069768,1.56480153022963,-1,0,6,0,0,3,3,0,-3,0,-0.175,0.4,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-1.73980153022963,0.4,9.43880918137779,-0.2,0,4.6944045906889,4.9444045906889,0,-4.6944045906889,1,6,0.095796367442365
-77.2361452104006,-617.889161683205,-427.306145210401,-12.9247684631468,465.116279069768,1.05823778963901,-1,-5,8,0,0,3.5,4.5,0,-3.5,0,-0.15,-0.349999999999999,0.2,-0.2,0,0,0.399999999999999,0,0,1,-1.20823778963901,-5.64118894819506,8.66590231711209,-0.2,0,3.70383226373654,5.16207005337555,0,-3.70383226373654,1,8,0.103456456230645
-76.4394771577489,-687.95529441974,-429.306914920933,3.47038499386511,480.414877276904,1.12713130269492,-1,-4,9,0,0,4.75,4.25,0,-4.75,0,-0.111111111111111,-0.0444444444444438,0,-0.2,0,0.00277777777777788,0.197222222222221,0,-0.00277777777777788,1,-1.23824241380603,-4.55296965522412,10.1441817242543,-0.2,0,5.35665146557865,4.98753025867563,0,-5.35665146557865,1,9,0.0897329229497033
-76.1943485261637,-685.749136735473,-413.487684631466,5.22807724825033,488.163362709837,1.19324337409913,-1,-3,9,0,0,5,4,0,-5,0,-0.111111111111111,0.0666666666666673,0,-0.2,0,0.0305555555555557,0.169444444444443,0,-0.0305555555555557,1,-1.30435448521024,-3.51306345563072,10.7391903668922,-0.2,0,5.9967724260512,4.94241794084096,0,-5.9967724260512,1,9,0.0851847502891071
-76.684605789334,-613.476846314672,-395.667684631468,-0.760230289466734,465.116279069768,1.17360114767222,-1,-3,8,0,0,4,4,0,-4,0,-0.13125,0.00625000000000042,0.0499999999999998,-0.2,0,0,0.249999999999999,0,0,1,-1.30485114767222,-3.51455344301666,9.43880918137777,-0.2,0,4.69440459068888,4.94440459068888,0,-4.69440459068888,1,8,0.0957963674423652
